date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-07-13,19.2,16.14,15.25,11.3,,,89,76.3,75.5,62,14.1,11.9,11.8,9.6,16,10.42,10,4,,,102.09,101.98,101.97,101.85,102.08,101.97,101.96,101.84,32200,31862.5,28150,24100,2.2,1.5,1.6,1,2.8,0,10.2,8.2,5.2,0,0,0,,05:22:00,21:15:00,15.88,5.37,21.25,8,8,20,20,11,12,,,,,,4,1.9,2,0,,,,
2020-07-12,20.1,16.14,15.7,11.3,,,96,76,74,52,13.8,11.7,11.6,9.3,17,11.21,10.5,4,35,20,102,101.92,101.92,101.84,101.99,101.91,101.91,101.83,32200,32200,32200,32200,2,1.6,1.5,1,2.3,0,10.7,8.7,5.7,0,0,0,,05:21:00,21:16:00,15.92,5.35,21.27,6,7,20,20,11,11,,,,,,7,4.1,3.5,0,,,,
2020-07-11,17.5,15.25,15.4,13.3,,,93,82.9,80.5,68,13.9,12.3,12.5,11.1,18,13.12,13,8,,,101.93,101.85,101.86,101.78,101.92,101.84,101.84,101.77,32200,29779.2,24150,16100,1.8,1.4,1.4,1,2.6,0,10.4,8.4,5.4,3.2,3.2,0,,05:20:00,21:16:00,15.93,5.33,21.27,3,7,19,19,12,13,,,,,,8,7,5,2,,,,
2020-07-10,21.4,16.51,16.39,11.4,,,91,71.5,72.5,54,12.5,11.2,11.2,10,25,14.79,15.5,6,35,12,102.26,102.03,101.99,101.71,102.24,102.02,101.97,101.71,32200,32200,32200,32200,2.3,1.5,1.6,1,1.6,0,11.4,9.4,6.4,0,0,0,,05:19:00,21:17:00,15.97,5.32,21.28,7,8,22,22,14,14,,,,,,8,3.6,4,0,,,,
2020-07-09,20.4,16.32,17.04,13.7,,,96,82.3,79.5,63,14.8,13.2,12.8,10.8,21,13.58,11.5,2,33,15,101.69,101.56,101.59,101.49,101.69,101.55,101.59,101.48,32200,25466.7,17500,2800,2,1.4,1.5,1,1,0,12,10,7,4.6,4.6,0,,05:18:00,21:18:00,16,5.3,21.3,6,6,19,20,13,13,,,,,,8,6.2,5,2,,,,
2020-07-08,20.9,16.69,17.14,13.4,,,92,72,72.5,53,13.6,11.5,12.1,10.5,19,12.71,11,3,33,13,101.9,101.79,101.76,101.63,101.9,101.78,101.76,101.62,32200,29500,28150,24100,1.9,1.4,1.4,1,0.9,0,12.1,10.1,7.1,0.8,0.8,0,,05:17:00,21:18:00,16.02,5.28,21.3,8,8,20,20,14,14,,,,,,8,7.1,6.5,5,,,,
2020-07-07,18.7,16.12,16.1,13.5,,,81,70.7,70,59,12,10.8,10.8,9.6,23,15.25,15,7,33,20,101.85,101.69,101.65,101.45,101.84,101.68,101.64,101.45,32200,28487.5,28150,24100,10,1.7,5.5,1,1.9,0,11.1,9.1,6.1,0,0,0,,05:16:00,21:19:00,16.05,5.27,21.32,5,6,20,21,13,13,,,,,,8,7.4,7,6,,,,
2020-07-06,20.9,16.89,16.54,12.2,,,87,69,71,55,12.2,11,11,9.8,20,13.42,14,8,32,13,101.75,101.62,101.6,101.44,101.75,101.61,101.59,101.43,32200,31187.5,28150,24100,2.3,1.7,1.6,1,1.5,0,11.5,9.5,6.5,0,0,0,,05:15:00,21:19:00,16.07,5.25,21.32,8,8,19,19,13,13,,,,,,8,6,4,0,,,,
2020-07-05,20.2,15.98,15.2,10.2,,,92,73.9,75.5,59,13.5,11.2,11.4,9.4,14,7.79,7.5,1,,,102.21,102.04,101.99,101.76,102.2,102.03,101.97,101.75,32200,31862.5,28150,24100,3,1.9,2,1,2.8,0,10.2,8.2,5.2,0,0,0,,05:14:00,21:20:00,16.1,5.23,21.33,10,10,20,20,12,12,,,,,,4,1.5,2,0,,,,
2020-07-04,18.9,15.05,15.6,12.3,,,95,79.5,74.5,54,13.5,11.4,11.4,9.3,15,8,9,3,,,102.32,102.22,102.2,102.09,102.3,102.21,102.19,102.08,32200,30850,28150,24100,2.1,1.5,1.6,1,2.4,0,10.6,8.6,5.6,0,0,0,,05:14:00,21:20:00,16.1,5.23,21.33,8,9,18,18,11,11,,,,,,8,6.4,5,2,,,,
2020-07-03,14.6,13.16,13.45,12.3,,,96,91.2,89,82,12.3,11.8,11.6,10.9,15,9.88,10,5,,,102.12,101.84,101.81,101.49,102.11,101.83,101.8,101.48,32200,22254.2,18500,4800,2,1.5,1.5,1,4.5,0,8.4,6.5,3.5,16.2,16.2,0,,05:13:00,21:21:00,16.13,5.22,21.35,2,3,14,14,11,11,,,,,,8,8,8,8,,,,
2020-07-02,18.3,14.47,15.55,12.8,,,93,80.4,75.5,58,12.4,11,10.3,8.3,28,16.04,19,10,42,13,101.6,101.37,101.31,101.03,101.59,101.37,101.31,101.03,32200,31862.5,28150,24100,2.1,1.5,1.6,1,2.5,0,10.6,8.6,5.5,1,1,0,,05:12:00,21:21:00,16.15,5.2,21.35,6,6,17,17,11,12,,,,,,8,8,8,8,,,,
2020-07-01,14.8,13.95,13.9,13,,,91,86.8,85.5,80,12.7,11.8,11.7,10.7,22,14.83,14.5,7,33,28,101.28,101.17,101.15,101.02,101.27,101.17,101.14,101.01,32200,27012.5,22550,12900,2,1.2,1.5,1,4.1,0,8.9,6.9,3.9,1.4,1.4,0,,05:12:00,21:21:00,16.15,5.2,21.35,2,6,17,20,11,12,,,,,,8,7.7,6.5,5,,,,
2020-06-30,19.8,15.69,16.64,13.5,,,90,75.8,74,58,12.6,11.4,11.6,10.6,29,14.88,17,5,35,11,101.38,101.29,101.27,101.16,101.37,101.28,101.27,101.16,32200,28487.5,28150,24100,2,1.4,1.5,1,1.4,0,11.6,9.6,6.6,0.6,0.6,0,,05:11:00,21:22:00,16.18,5.18,21.37,7,7,21,21,12,13,,,,,,8,6.9,6,4,,,,
2020-06-29,21.9,18.06,17.35,12.8,25,,88,72.7,74.5,61,15,13,12.9,10.9,21,13.54,12.5,4,37,18,101.5,101.3,101.3,101.1,101.5,101.3,101.3,101.1,48300,30841.7,36200,24100,2.4,1.6,1.7,1,0.6,0,12.3,10.3,7.3,0,0,0,,05:10:00,21:22:00,16.2,5.17,21.37,8,8,23,23,14,15,,,,,,7,3.5,4,1,,,,
2020-06-28,21.3,16.35,16.1,10.9,25,,96,78.9,80.5,65,14.7,12.5,12.8,10.8,25,14.33,13,1,32,28,101.22,101.1,101.11,100.99,101.21,101.09,101.1,100.98,48300,32195.8,36200,24100,3,1.3,2,1,1.9,0,11.1,9.1,6.1,0.4,0.4,0,,05:10:00,21:22:00,16.2,5.17,21.37,7,7,22,22,14,14,,,,,,8,4.7,4.5,1,,,,
2020-06-27,19.1,16.05,16.2,13.3,,,95,77.9,78,61,14.4,12.1,12.1,9.8,34,18.83,19,4,46,25,101.37,101.24,101.19,101,101.36,101.23,101.17,100.98,32200,32200,32200,32200,2.1,1.4,1.6,1.1,1.8,0,11.2,9.2,6.2,0.4,0.4,0,,05:09:00,21:22:00,16.22,5.15,21.37,6,6,20,20,13,13,,,,,,8,6.9,5.5,3,,,,
2020-06-26,20.8,17.06,17.5,14.2,,,95,80.6,79.5,64,15.4,13.6,13.1,10.7,17,10.75,9.5,2,,,101.73,101.58,101.57,101.41,101.72,101.57,101.56,101.4,40200,32195.8,32150,24100,2.3,1.6,1.6,1,0.5,0,12.5,10.5,7.5,0.4,0.4,0,,05:09:00,21:22:00,16.22,5.15,21.37,7,7,21,21,15,15,,,,,,8,6.3,4,0,,,,
2020-06-25,21.1,17.7,17.5,13.9,25,,97,82,82.5,68,16,14.5,14.2,12.4,24,13,12.5,1,33,30,101.94,101.78,101.78,101.61,101.92,101.76,101.76,101.6,32200,32200,32200,32200,2.4,1.4,1.7,1,0.5,0,12.5,10.5,7.5,0,0,0,,05:08:00,21:22:00,16.23,5.13,21.37,9,10,21,21,14,14,,,,,,8,5.7,4.5,1,,,,
2020-06-24,20.9,17.93,18.14,15.4,26,,98,88.6,87,76,17.3,16,15.7,14.1,22,12.92,12,2,32,29,101.66,101.36,101.4,101.14,101.65,101.35,101.39,101.14,32200,25616.7,18500,4800,4,1.5,2.5,1,0,0.1,13.1,11.1,8.1,4.2,4.2,0,,05:08:00,21:22:00,16.23,5.13,21.37,5,6,21,21,14,14,,,,,,8,6.2,4.5,1,,,,
2020-06-23,21.1,17.7,17.95,14.8,27,,95,86.9,85.5,76,18.3,15.5,15.9,13.5,14,8,8,2,,,101.91,101.62,101.53,101.15,101.9,101.61,101.52,101.14,32200,29837.5,28150,24100,3,1.6,2,1,0.1,0,12.9,10.9,8,0.8,0.8,0,,05:08:00,21:22:00,16.23,5.13,21.37,5,7,21,21,16,16,,,,,,8,7.1,5.5,3,,,,
2020-06-22,22.5,16.55,17.05,11.6,25,,93,74,74,55,15,11.8,12.2,9.3,19,13.96,13,7,,,102.37,102.2,102.16,101.94,102.36,102.19,102.14,101.92,32200,31187.5,28150,24100,2.8,1.7,1.9,1,0.9,0,12.1,10.1,7,0,0,0,,05:07:00,21:22:00,16.25,5.12,21.37,7,9,21,21,15,15,,,,,,8,5.3,4,0,,,,
2020-06-21,21.4,16.65,17.64,13.9,,,94,74.1,73.5,53,14.5,11.8,12,9.5,22,14.5,16,10,33,14,102.17,101.9,101.83,101.48,102.17,101.89,101.82,101.47,32200,32200,32200,32200,1.9,1.3,1.4,1,0.4,0,12.6,10.6,7.6,0,0,0,,05:07:00,21:22:00,16.25,5.12,21.37,7,9,20,20,12,12,,,,,,8,5.7,4.5,1,,,,
2020-06-20,20.6,17.04,18.05,15.5,,,96,91.5,86.5,77,16.9,15.7,15.8,14.7,17,11.12,11,5,,,101.44,101.3,101.28,101.12,101.44,101.29,101.28,101.11,32200,25754.2,19300,6400,2,1.4,1.5,1,0,0.1,13.1,11.1,8.1,5.2,5.2,0,,05:07:00,21:22:00,16.25,5.12,21.37,5,7,19,21,14,14,,,,,,8,7.8,7,6,,,,
2020-06-19,24.1,18.24,18.89,13.7,26,,92,73.5,71.5,51,15.8,13.3,13.6,11.4,21,10.17,12,3,33,19,101.7,101.4,101.43,101.17,101.7,101.4,101.43,101.16,32200,30987.5,25750,19300,3,2,2,1,0,0.9,13.9,11.9,8.9,0.8,0.8,0,,05:07:00,21:21:00,16.23,5.12,21.35,7,8,20,22,14,14,,,,,,8,7,5,2,,,,
2020-06-18,19.7,16.07,15.25,10.8,,,89,74,75.5,62,13.5,11.4,11.1,8.7,16,9.54,8.5,1,,,102.46,102.17,102.08,101.71,102.46,102.16,102.08,101.7,32200,32200,32200,32200,3,1.8,2,1,2.8,0,10.2,8.2,5.2,0,0,0,,05:07:00,21:21:00,16.23,5.12,21.35,8,8,18,18,12,12,,,,,,8,5,4.5,1,,,,
2020-06-17,20.9,16,15.55,10.2,,,88,71.6,71,54,13.4,10.7,11.1,8.8,19,12.62,12.5,6,37,19,102.49,102.38,102.33,102.18,102.49,102.37,102.33,102.17,32200,30850,28150,24100,2.2,1.6,1.6,1,2.5,0,10.6,8.6,5.5,0,0,0,,05:07:00,21:21:00,16.23,5.12,21.35,8,8,19,19,11,11,,,,,,8,3.2,4,0,,,,
2020-06-16,18.6,14.12,14.2,9.8,,,93,78.4,77,61,11.9,10.3,10.3,8.7,24,12.96,15.5,7,32,28,102.15,101.8,101.79,101.43,102.15,101.8,101.78,101.42,32200,29500,28150,24100,2.1,1.6,1.6,1,3.8,0,9.2,7.2,4.2,0,0,0,,05:06:00,21:20:00,16.23,5.1,21.33,7,9,17,17,9,10,,,,,,8,4.8,5,2,,,,
2020-06-15,14,12.7,12.65,11.3,,,94,86.3,85,76,12.7,10.5,10.8,8.9,19,14.75,14.5,10,,,101.39,101.2,101.24,101.09,101.38,101.19,101.23,101.08,32200,25070.8,18500,4800,1.6,1.2,1.3,1,5.3,0,7.7,5.7,2.6,5.4,5.4,0,,05:06:00,21:20:00,16.23,5.1,21.33,2,5,15,15,10,10,,,,,,8,7.5,7,6,,,,
2020-06-14,18.1,14.08,14.55,11,,,89,73.6,74,59,10.5,9.3,9.2,7.9,25,13.12,14.5,4,35,15,101.56,101.43,101.41,101.26,101.55,101.42,101.4,101.25,32200,30850,28150,24100,1.6,1.3,1.3,1,3.5,0,9.6,7.5,4.5,0.8,0.8,0,,05:07:00,21:19:00,16.2,5.12,21.32,6,6,17,17,10,10,,,,,,8,7.5,6.5,5,,,,
2020-06-13,15.9,13.34,13.35,10.8,,,94,81.3,82,70,11,10.1,10.1,9.2,16,10.5,11,6,,,101.46,101.26,101.33,101.2,101.45,101.25,101.32,101.19,32200,29979.2,24150,16100,2,1.3,1.5,1,4.7,0,8.3,6.3,3.4,1,1,0,,05:07:00,21:19:00,16.2,5.12,21.32,5,6,15,15,12,12,,,,,,8,7.9,7.5,7,,,,
2020-06-12,17,13.94,14.65,12.3,,,96,85.9,82.5,69,12.8,11.6,11.4,10,23,12.5,12,1,35,18,101.61,101.5,101.49,101.36,101.61,101.49,101.48,101.35,32200,24954.2,19300,6400,2,1.5,1.5,1,3.4,0,9.7,7.7,4.7,13.6,13.6,0,,05:07:00,21:18:00,16.18,5.12,21.3,6,6,16,17,11,11,,,,,,8,7.8,7.5,7,,,,
2020-06-11,20.2,16.25,17,13.8,,,93,77.9,76,59,13.7,12.2,12.4,11.2,24,10.67,13.5,3,32,11,101.84,101.72,101.68,101.53,101.82,101.71,101.67,101.51,32200,31525,28150,24100,2.5,1.5,1.8,1,1,0,12,10,7,0,0,0,,05:07:00,21:18:00,16.18,5.12,21.3,3,7,17,17,12,12,,,,,,8,7.3,6.5,5,,,,
2020-06-10,20.2,15.62,16.39,12.6,,,96,86.8,82.5,69,15.1,13.3,13.5,11.9,17,10.04,10.5,4,,,102.05,101.84,101.85,101.65,102.04,101.83,101.83,101.63,32200,25645.8,18100,4000,2,1.3,1.5,1,1.6,0,11.4,9.4,6.4,1.8,1.8,0,,05:07:00,21:17:00,16.17,5.12,21.28,3,3,18,18,14,14,,,,,,8,7.7,7.5,7,,,,
2020-06-09,14.3,12.44,12.45,10.6,,,96,90.6,85,74,13.3,10.9,10.6,7.9,25,16.12,16,7,35,7,102.03,101.79,101.83,101.62,102.03,101.78,101.82,101.61,24100,15808.3,14450,4800,2,1.3,1.5,1,5.5,0,7.5,5.5,2.5,7.8,7.8,0,,05:08:00,21:16:00,16.13,5.13,21.27,1,2,14,14,14,14,,,,,,8,8,8,8,,,,
2020-06-08,18.3,14.73,15.6,12.9,,,81,63.5,63.5,46,10.5,7.7,7.9,5.3,23,13.42,14.5,6,42,27,102.09,101.96,101.88,101.66,102.08,101.95,101.87,101.65,32200,31187.5,28150,24100,1.9,1.6,1.4,1,2.4,0,10.6,8.6,5.6,0,0,0,,05:08:00,21:16:00,16.13,5.13,21.27,7,7,17,17,10,10,,,,,,8,6.8,6,4,,,,
2020-06-07,18,14.29,13.4,8.8,,,90,73.4,74,58,10.5,9.4,9.3,8.2,31,18.17,17.5,4,41,27,101.61,101.3,101.3,100.98,101.6,101.29,101.28,100.97,32200,32200,32200,32200,3,1.6,2,1,4.6,0,8.4,6.4,3.4,0,0,0,,05:08:00,21:15:00,16.12,5.13,21.25,7,7,19,19,11,11,,,,,,7,5.3,5.5,4,,,,
2020-06-06,17.2,13.23,13.95,10.7,,,92,78.8,75.5,59,10.8,9.5,9.3,7.9,25,14.21,15,5,35,18,100.94,100.78,100.75,100.56,100.93,100.77,100.74,100.55,32200,29508.3,22550,12900,3,1.9,2.2,1.4,4,0,8.9,7,4,5.4,5.4,0,,05:09:00,21:14:00,16.08,5.15,21.23,5,6,16,17,9,11,,,,,,8,6.4,5.5,3,,,,
2020-06-05,17.9,13.64,13.7,9.5,,,89,80.9,80,71,12.9,10.4,10.2,7.5,25,10.58,13,1,32,28,101.26,100.76,100.9,100.54,101.26,100.75,100.89,100.53,32200,31862.5,28150,24100,2.2,1.6,1.6,1,4.3,0,8.7,6.7,3.7,0,0,0,,05:09:00,21:13:00,16.07,5.15,21.22,5,6,19,19,9,10,,,,,,8,7.3,6.5,5,,,,
2020-06-04,19.4,14.05,15.1,10.8,,,89,74,70,51,11.8,9.3,9.8,7.8,20,13.5,12,4,,,101.9,101.72,101.62,101.34,101.89,101.71,101.61,101.33,32200,30987.5,25750,19300,11,1.9,6,1,2.9,0,10.1,8.1,5.1,0.2,0.2,0,,05:10:00,21:12:00,16.03,5.17,21.2,6,7,18,18,12,12,,,,,,8,6.1,5.5,3,,,,
2020-06-03,16.5,13.33,13.15,9.8,,,91,81.1,80,69,12.6,10.2,10.2,7.8,20,9.25,11.5,3,,,102.39,102.17,102.11,101.83,102.37,102.16,102.1,101.82,32200,30175,28150,24100,2.3,1.7,1.6,1,4.8,0,8.2,6.2,3.1,0,0,0,,05:10:00,21:11:00,16.02,5.17,21.18,7,8,17,17,11,11,,,,,,8,7.2,6.5,5,,,,
2020-06-02,15.2,12.55,12.89,10.6,,,82,75,74.5,67,10,8.2,8.7,7.4,24,13.92,15.5,7,32,10,102.4,102.25,102.26,102.12,102.39,102.24,102.26,102.12,32200,25333.3,19300,6400,2.3,1.7,1.6,1,5.1,0,7.9,5.9,2.9,4.4,4.4,0,,05:11:00,21:10:00,15.98,5.18,21.17,2,3,15,15,9,10,,,,,,8,6.9,5,2,,,,
2020-06-01,18.4,13.62,12.85,7.3,,,87,70.3,67,47,10.6,8.2,8.5,6.4,18,11.62,11.5,5,33,21,102.24,102.08,102.07,101.9,102.23,102.07,102.06,101.89,32200,31187.5,28150,24100,2.4,1.7,1.7,1,5.2,0,7.8,5.8,2.8,0,0,0,,05:11:00,21:09:00,15.97,5.18,21.15,7,7,18,18,10,10,,,,,,8,3.6,5,2,,,,
2020-05-31,17.2,12.52,13.75,10.3,,,94,77.3,70,46,10.5,8.4,8,5.5,23,14.5,13.5,4,35,9,101.91,101.63,101.52,101.13,101.9,101.62,101.51,101.12,32200,27029.2,22550,12900,2.1,1.6,1.6,1.2,4.2,0,8.8,6.8,3.8,0,0,0,,05:12:00,21:08:00,15.93,5.2,21.13,6,7,16,17,9,10,,,,,,8,7.2,5,2,,,,
2020-05-30,16.2,13.52,13.64,11.1,,,95,86.3,84.5,74,13.3,11.3,11.1,8.9,26,12.79,13.5,1,35,10,101.04,100.91,100.9,100.76,101.04,100.9,100.89,100.75,32200,25887.5,22550,12900,3,2,2.2,1.5,4.4,0,8.6,6.6,3.6,5,5,0,,05:13:00,21:07:00,15.9,5.22,21.12,4,5,18,20,11,11,,,,,,8,7.8,7,6,,,,
2020-05-29,20.8,16.74,16.14,11.5,25,,94,78.7,75,56,16.3,12.9,13.6,10.8,13,8.33,7.5,2,,,101.44,101.24,101.21,100.97,101.43,101.22,101.19,100.95,32200,32200,32200,32200,3.7,2.6,2.6,1.5,1.9,0,11.1,9.1,6.1,0,0,0,,05:14:00,21:06:00,15.87,5.23,21.1,8,8,21,22,14,14,,,,,,8,6.2,4.5,1,,,,
2020-05-28,22.6,17.13,17.05,11.5,25,,95,71.3,74,53,15.1,11.7,11.8,8.4,20,9.29,10.5,1,,,101.83,101.62,101.55,101.27,101.82,101.61,101.54,101.26,32200,31862.5,28150,24100,3.8,2.5,2.5,1.2,0.9,0,12.1,10.1,7,0,0,0,,05:14:00,21:05:00,15.85,5.23,21.08,7,7,21,21,12,13,,,,,,8,5.5,4.5,1,,,,
2020-05-27,19.9,14.47,13.6,7.3,,,91,72.1,70,49,12.9,9.4,9.2,5.6,16,9.96,9.5,3,,,102.3,102.13,102.09,101.87,102.29,102.11,102.08,101.86,32200,30850,28150,24100,3,2,2,1,4.4,0,8.6,6.6,3.6,0,0,0,,05:15:00,21:04:00,15.82,5.25,21.07,8,8,20,20,12,12,,,,,,7,3.8,3.5,0,,,,
2020-05-26,17.1,14.32,14.55,12,,,92,72.5,72,52,11.5,9.3,8.9,6.3,32,16.12,16.5,1,39,29,102.14,102.03,101.99,101.83,102.13,102.02,101.97,101.82,40200,29504.2,28150,16100,2.3,1.8,1.6,1,3.5,0,9.6,7.5,4.5,0.4,0.4,0,,05:16:00,21:03:00,15.78,5.27,21.05,7,8,18,19,9,9,,,,,,8,4.4,4,0,,,,
2020-05-25,17.4,14.27,15,12.6,,,96,85.8,83,70,13,11.9,11.2,9.5,20,14,14,8,,,101.86,101.75,101.78,101.69,101.85,101.74,101.76,101.68,32200,21583.3,18500,4800,2,1.5,1.5,1,3,0,10,8,5,9.2,9.2,0,,05:17:00,21:02:00,15.75,5.28,21.03,2,2,15,18,11,13,,,,,,8,7.5,6.5,5,,,,
2020-05-24,17.4,13.98,14.35,11.3,,,87,75,74,61,11.7,9.6,9.7,7.6,16,9.88,10,4,,,102.33,102.15,102.11,101.89,102.32,102.14,102.1,101.88,32200,29845.8,24150,16100,2.5,1.8,1.8,1,3.6,0,9.3,7.3,4.3,0.8,0.8,0,,05:18:00,21:01:00,15.72,5.3,21.02,6,6,17,17,12,12,,,,,,8,8,8,8,,,,
2020-05-23,17.6,13.03,13.8,10,,,92,76.2,75,58,10.4,8.8,8.5,6.6,17,12.88,11.5,6,,,102.22,102.14,102.11,102,102.21,102.13,102.11,102,32200,27820.8,24150,16100,2.3,1.8,1.7,1.1,4.2,0,8.8,6.8,3.8,2,2,0,,05:19:00,20:59:00,15.67,5.32,20.98,6,8,17,18,12,12,,,,,,8,8,7.5,7,,,,
2020-05-22,16.8,13.29,13.9,11,,,79,69.9,66.5,54,9,7.9,7.8,6.6,28,15.25,14.5,1,39,28,101.96,101.6,101.61,101.27,101.95,101.59,101.61,101.26,32200,31862.5,28150,24100,2.2,1.7,1.7,1.2,4.1,0,8.9,6.9,3.9,0,0,0,,05:20:00,20:58:00,15.63,5.33,20.97,7,8,17,17,11,11,,,,,,8,6.3,5,2,,,,
2020-05-21,15.3,12.86,13.05,10.8,,,81,69.2,69,57,9,7.3,7.7,6.3,34,19.08,21,8,45,28,101.46,101.38,101.38,101.29,101.45,101.37,101.36,101.27,32200,31862.5,28150,24100,2.1,1.9,1.8,1.4,5,0,8.1,6,3,0.2,0.2,0,,05:21:00,20:57:00,15.6,5.35,20.95,7,8,16,16,8,8,,,,,,8,6.5,5.5,3,,,,
2020-05-20,16.9,13.46,13.39,9.9,,,91,80,81.5,72,12,10.1,10.3,8.6,31,16.62,20.5,10,39,28,101.65,101.53,101.51,101.37,101.64,101.52,101.5,101.36,40200,28083.3,29750,19300,2,1.6,1.6,1.3,4.6,0,8.4,6.4,3.4,0,0,0,,05:23:00,20:56:00,15.55,5.38,20.93,6,6,17,18,10,11,,,,,,8,6.6,5.5,3,,,,
