date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-03-23,10.1,7.03,7.19,4.3,,,91,73.8,74,57,3.9,2.5,2.5,1.2,24,13.71,15,6,35,21,101.18,100.82,100.88,100.57,101.19,100.82,100.89,100.58,32200,26350,20950,9700,2.4,2.2,1.7,1,10.8,0,2.2,0.2,0,1.4,1.4,0,,07:08:00,19:30:00,12.37,7.13,19.5,3,3,9,10,3,3,,,,,,8,7.3,7,6,,,,
2020-03-22,10.7,7,6.65,2.6,,,93,80,80,67,5.7,3.7,3.8,1.9,23,14.71,15.5,8,33,21,102.17,101.57,101.49,100.81,102.18,101.58,101.51,100.84,32200,25329.2,22550,12900,7,2.5,4.3,1.6,11.3,0,1.6,0,0,0,0,0,,07:10:00,19:28:00,12.3,7.17,19.47,3,3,12,12,4,4,,,,,,8,7.4,4.5,1,,,,
2020-03-21,11,6.52,5.6,0.2,,,89,79.6,80,71,6.2,3.2,2.8,-0.5,21,8.12,10.5,0,,,102.56,102.37,102.35,102.14,102.57,102.37,102.35,102.13,32200,32200,32200,32200,3.4,2.7,2.7,2,12.4,0,0.6,0,0,0,0,0,,07:12:00,19:27:00,12.25,7.2,19.45,4,4,11,11,4,6,,,,,,3,1.5,1.5,0,,,,
2020-03-20,10.7,6.68,6.35,2,,,94,76.9,77,60,5.9,2.8,2.3,-1.3,13,8.21,7,1,,,102.69,102.46,102.42,102.14,102.64,102.45,102.39,102.14,40200,32533.3,36200,32200,3.6,2.9,2.7,1.8,11.7,0,1.4,0,0,0,0,0,,07:14:00,19:25:00,12.18,7.23,19.42,4,5,12,12,2,2,,,,,,4,1,2,0,,,,
2020-03-19,11.7,6.58,6.5,1.3,,,92,73.1,72,52,6.4,2,2.5,-1.4,18,8.96,10.5,3,,,102.11,101.68,101.71,101.31,102.11,101.68,101.72,101.32,32200,31525,28150,24100,3.8,2.8,2.8,1.8,11.5,0,1.5,0,0,0,0,0,,07:16:00,19:23:00,12.12,7.27,19.38,5,5,12,12,1,1,,,,,,6,2.9,3,0,,,,
2020-03-18,11.5,5.88,5.05,-1.4,,,92,71.8,64.5,37,4.6,0.7,0.8,-3.1,13,7.33,7,1,,,101.29,101.15,101.14,100.98,101.29,101.16,101.14,100.98,32200,32200,32200,32200,3.3,2.8,2.5,1.8,12.9,0,0,0,0,0,0,0,,07:19:00,19:22:00,12.05,7.32,19.37,5,5,10,10,1,1,,,,,,2,1,1,0,,,,
2020-03-17,9.3,4.64,3.85,-1.6,,-3,89,77.9,78.5,68,4.8,1.1,0.9,-3,27,11.08,14,1,37,30,101.57,101.14,101.2,100.84,101.57,101.15,101.2,100.84,32200,32200,32200,32200,3.5,2.7,2.7,1.9,14.2,0,0,0,0,0,0,0,,07:21:00,19:20:00,11.98,7.35,19.33,4,5,12,13,2,3,,,,,,8,3,4,0,,,,
2020-03-16,9.5,4.1,3.35,-2.8,,-4,84,66,64.5,45,3.5,-1.9,-1.3,-6.1,21,8.79,11.5,2,,,102.55,102.22,102.11,101.67,102.56,102.22,102.11,101.67,40200,33866.7,36200,32200,3.6,2.8,2.8,2,14.7,0,0,0,0,0,0,0,,07:23:00,19:19:00,11.93,7.38,19.32,4,5,10,10,0,0,,,,,,1,0.3,0.5,0,,,,
2020-03-15,6.6,2.37,1.04,-4.5,,-8,77,47.3,53,29,-0.4,-8.2,-8.3,-16.2,38,17.79,21,4,48,30,102.45,102.34,102.31,102.16,102.46,102.35,102.31,102.16,48300,42254.2,40250,32200,3.5,2.5,2.8,2.1,17,0,0,0,0,0,0,0,,07:25:00,19:17:00,11.87,7.42,19.28,4,4,9,9,0,0,,,,,,0,0,0,0,,,,
2020-03-14,6.2,2.52,2.75,-0.7,,-4,33,27.2,27.5,22,-12.1,-14.7,-14.2,-16.4,29,18.96,19.5,10,45,10,102.39,101.67,101.64,100.89,102.4,101.67,101.64,100.89,48300,39900,40250,32200,2.5,2.2,1.8,1,15.2,0,0,0,0,0,0,0,,07:27:00,19:16:00,11.82,7.45,19.27,4,5,6,6,-3,-2,,,,,,8,2.9,4,0,,,,
2020-03-13,8.7,5.09,4.94,1.2,,,81,48.2,55.5,30,-0.8,-5.9,-6.5,-12.3,28,14.54,16.5,5,42,7,101.95,101.13,101.32,100.7,101.95,101.13,101.32,100.7,32200,31525,28150,24100,3,2.3,2.3,1.6,13.1,0,0,0,0,0,0,0,,07:29:00,19:14:00,11.75,7.48,19.23,2,2,8,8,0,1,,,,,,8,7.8,7.5,7,,,,
2020-03-12,8.5,5.8,4.7,0.9,,,79,68.6,63,47,2.2,0.4,-0.2,-2.5,38,19.38,21,4,58,29,102.77,102.54,102.4,102.04,102.78,102.55,102.42,102.05,32200,32200,32200,32200,3,2.3,2.1,1.2,13.3,0,0,0,0,0,0,0,,07:31:00,19:13:00,11.7,7.52,19.22,3,4,8,8,2,2,,,,,,8,4.1,4,0,,,,
2020-03-11,9.3,6.81,6.75,4.2,,,94,73.9,75.5,57,4.9,2.4,2.6,0.4,51,36.33,27.5,4,65,28,102.54,102.1,102.07,101.6,102.56,102.1,102.08,101.61,32200,30850,28150,24100,2.7,2.2,2.1,1.5,11.2,0,1.8,0,0,0,0,0,,07:33:00,19:11:00,11.63,7.55,19.18,4,4,9,9,1,1,,,,,,8,2.8,4,0,,,,
2020-03-10,6.6,4.96,4.9,3.2,,,92,77.7,77,62,4.2,1.3,1,-2.3,24,17.79,18.5,13,33,7,102.46,102.07,102.04,101.62,102.47,102.08,102.05,101.63,32200,29162.5,28150,24100,2.8,2.1,2.2,1.7,13.1,0,0,0,0,2,2,0,,07:36:00,19:09:00,11.55,7.6,19.15,1,1,5,6,3,3,,,,,,8,7.5,6.5,5,,,,
2020-03-09,6.6,2.89,1.74,-3.1,,-4,91,73.7,76.5,62,0.3,-1.5,-1.4,-3,14,6.83,7,0,,,102.6,102.45,102.39,102.18,102.61,102.46,102.4,102.19,32200,32200,32200,32200,3,2.1,2.1,1.3,16.3,0,0,0,0,0,0,0,,07:38:00,19:08:00,11.5,7.63,19.13,3,3,7,7,1,1,,,,,,7,2.3,3.5,0,,,,
2020-03-08,6.7,2.99,2.8,-1.1,,-3,94,81.6,79.5,65,1.8,0,0,-1.9,18,9.65,11,4,28,29,102.16,101.93,101.88,101.6,102.17,101.93,101.88,101.6,48300,42347.8,40250,32200,3,2.1,2.2,1.5,15.2,0,0,0,0,0,0,0,,07:40:00,19:06:00,11.43,7.67,19.1,3,3,7,7,-1,-1,,,,,,6,2.5,3,0,,,,
2020-03-07,7.4,3.68,3.5,-0.4,,,91,79.7,79.5,68,3.1,0.4,0.5,-2.1,16,9.83,8.5,1,,,101.56,101.13,101.22,100.89,101.57,101.13,101.24,100.9,40200,34200,36200,32200,2.5,2,1.9,1.3,14.5,0,0,0,0,0,0,0,,06:42:00,18:05:00,11.38,6.7,18.08,1,2,6,7,2,3,,,,,,8,6.4,5,2,,,,
2020-03-06,8.1,4.62,4.84,1.6,,,84,69.3,65,46,1.9,-0.9,-0.5,-2.9,18,8.5,10.5,3,,,101.63,101.42,101.33,101.03,101.63,101.43,101.33,101.03,32200,31862.5,28150,24100,3,2.3,2.4,1.7,13.2,0,0,0,0,0,0,0,,06:44:00,18:03:00,11.32,6.73,18.05,3,3,8,8,1,3,,,,,,7,2.9,4,1,,,,
2020-03-05,8.4,6.4,6.75,5.1,,,92,77.5,76,60,5.9,2.7,2.6,-0.6,27,14,15.5,4,33,10,101.76,101.41,101.51,101.26,101.77,101.42,101.52,101.28,32200,28245.8,20950,9700,2.6,2.2,2.2,1.8,11.2,0,1.8,0,0,2.4,2.4,0,,06:46:00,18:02:00,11.27,6.77,18.03,1,1,7,7,1,2,,,,,,8,7.9,7.5,7,,,,
2020-03-04,10.2,6.85,7.15,4.1,,,85,63.2,60.5,36,2.5,0,-1.1,-4.7,30,17.12,19,8,48,23,102.53,102.15,102.06,101.6,102.54,102.15,102.08,101.61,32200,32200,32200,32200,2.8,2.4,2.2,1.7,10.8,0,2.1,0.2,0,0,0,0,,06:48:00,18:00:00,11.2,6.8,18,3,3,9,9,4,5,,,,,,8,4.7,5,2,,,,
2020-03-03,8.4,6.79,5.3,2.2,,,97,87.1,84,71,6.2,4.7,4,1.9,36,17.58,19.5,3,48,16,102.11,101.75,101.67,101.24,102.12,101.76,101.69,101.25,32200,26829.2,22550,12900,4,1.9,2.6,1.2,12.7,0,0.3,0,0,1.4,1.4,0,,06:50:00,17:58:00,11.13,6.83,17.97,2,2,8,8,4,4,,,,,,8,7.2,6,4,,,,
2020-03-02,6,4.88,4.75,3.5,,,96,93.6,93,90,4.8,3.9,3.6,2.4,24,14.71,13,2,32,6,102.56,102.17,102.17,101.78,102.57,102.18,102.18,101.79,32200,14204.2,17700,3200,2.4,2,2,1.5,13.2,0,0,0,0,14.8,14.8,0,,06:52:00,17:57:00,11.08,6.87,17.95,1,1,7,7,5,6,,,,,,8,7.9,7,6,,,,
2020-03-01,7,3.9,3.3,-0.4,,,91,84.2,81.5,72,3.3,1.5,1.5,-0.3,16,8.04,8.5,1,32,28,102.89,102.73,102.65,102.42,102.89,102.73,102.65,102.42,48300,35066.7,30600,12900,2.4,1.8,1.7,1,14.7,0,0,0,0,0.8,0.8,0,,06:54:00,17:55:00,11.02,6.9,17.92,2,2,6,8,3,3,,,,,,8,6.8,4.5,1,,,,
2020-02-29,8.6,5.92,6.44,4.3,,,91,80.1,77.5,64,3.6,2.6,2.3,1,39,24.75,24.5,10,48,28,102.33,101.6,101.56,100.79,102.33,101.61,101.57,100.8,48300,36225,40250,32200,3,2.1,2.1,1.3,11.6,0,1.4,0,0,1.2,1.2,0,,06:56:00,17:54:00,10.97,6.93,17.9,2,3,8,8,0,1,,,,,,8,4.4,4,0,,,,
2020-02-28,7.9,6.02,6.4,4.9,,,94,88.8,87.5,81,5.4,4.3,4.2,2.9,29,16.29,19.5,10,46,18,102.33,101.41,101.56,100.79,102.34,101.42,101.56,100.79,32200,27966.7,22550,12900,2.5,1.8,1.8,1.1,11.6,0,1.4,0,0,4,4,0,,06:58:00,17:52:00,10.9,6.97,17.87,1,1,8,9,4,4,,,,,,8,7.8,7.5,7,,,,
2020-02-27,9.4,7.24,7.7,6,,,96,88.8,86.5,77,6,5.5,5.3,4.6,18,13.33,14,10,,,103.22,102.91,102.82,102.41,103.23,102.91,102.82,102.41,40200,26220.8,26550,12900,2.4,1.8,1.8,1.1,10.3,0,2.7,0.7,0,4.4,4.4,0,,07:00:00,17:50:00,10.83,7,17.83,2,2,11,11,3,3,,,,,,8,7.8,7.5,7,,,,
2020-02-26,9.2,6.35,6.3,3.4,,,96,87.2,84.5,73,5.6,4.3,4.5,3.3,15,8.33,9,3,,,103.39,103.24,103.25,103.11,103.39,103.24,103.26,103.12,32200,24791.7,22550,12900,2.8,2.1,2,1.3,11.7,0,1.3,0,0,1.8,1.8,0,,07:02:00,17:49:00,10.78,7.03,17.82,1,2,9,9,5,6,,,,,,8,7.8,6.5,5,,,,
2020-02-25,7,4.84,5.15,3.3,,,92,77.8,78,64,3.5,1.3,1.6,-0.2,17,10.58,10.5,4,,,103.69,103.39,103.41,103.13,103.69,103.4,103.42,103.14,32200,26337.5,25750,19300,2.7,2.1,2,1.2,12.8,0,0.2,0,0,1,1,0,,07:04:00,17:47:00,10.72,7.07,17.78,1,1,8,8,4,4,,,,,,8,7.8,7.5,7,,,,
2020-02-24,7.7,5.27,5.9,4.1,,,87,70.6,72,57,2.4,0.3,0.4,-1.7,39,22.54,23.5,8,54,27,103.71,103.35,103.12,102.53,103.72,103.35,103.12,102.53,32200,31525,28150,24100,2.8,2.3,2.1,1.5,12.1,0,0.9,0,0,1.2,1.2,0,,07:06:00,17:46:00,10.67,7.1,17.77,3,3,7,8,3,3,,,,,,8,7.3,6.5,5,,,,
2020-02-23,8.8,6.15,6.45,4.1,,,94,83.6,85,76,4.7,3.6,3.5,2.2,36,23.04,20,4,54,27,102.41,101.24,101.44,100.47,102.41,101.25,101.44,100.46,40200,32116.7,29750,19300,2.4,2,1.8,1.3,11.6,0,1.4,0,0,9.8,9.8,0,,07:08:00,17:44:00,10.6,7.13,17.73,1,1,8,8,3,3,,,,,,8,7.2,5,2,,,,
2020-02-22,8.1,5.72,6.15,4.2,,,95,87,85,75,4.6,3.7,3.8,2.9,18,11.83,10.5,3,,,102.15,101.93,101.92,101.68,102.15,101.93,101.92,101.69,48300,30179.2,25750,3200,3,2,2.1,1.3,11.8,0,1.1,0,0,8.2,8.2,0,,07:10:00,17:42:00,10.53,7.17,17.7,1,2,8,8,3,4,,,,,,8,7.5,6.5,5,,,,
2020-02-21,11,5.31,4.65,-1.7,,-3,86,71.8,68,50,4.2,0.4,0.7,-2.8,16,11.54,11,6,,,102.38,102.13,102.13,101.88,102.38,102.14,102.13,101.89,32200,32200,32200,32200,2.9,2.5,2.4,1.8,13.3,0,0,0,0,0,0,0,,07:11:00,17:41:00,10.5,7.18,17.68,2,2,9,9,4,4,,,,,,8,6.2,4,0,,,,
2020-02-20,8.2,2.79,2.54,-3.1,,-5,94,82.2,82,70,3.7,0,-0.2,-4,17,7.33,8.5,0,,,102.56,102.45,102.45,102.34,102.57,102.45,102.45,102.34,32200,32200,32200,32200,3.3,2.5,2.5,1.7,15.5,0,0,0,0,0,0,0,,07:13:00,17:39:00,10.43,7.22,17.65,2,2,7,7,-1,-1,,,,,,2,0.7,1,0,,,,
2020-02-19,6.7,2.08,2,-2.7,,-5,92,79.5,76.5,61,0.8,-1.2,-1.6,-3.9,14,6.92,7.5,1,,,102.89,102.66,102.63,102.38,102.9,102.66,102.64,102.38,32200,32200,32200,32200,3.3,2.3,2.4,1.5,16,0,0,0,0,0,0,0,,07:15:00,17:37:00,10.37,7.25,17.62,2,2,8,8,-3,-2,,,,,,1,0.6,0.5,0,,,,
2020-02-18,6.6,2.58,2.19,-2.2,,-4,94,81.1,79.5,65,1.6,-0.4,-0.5,-2.6,23,9.42,12,1,,,103.15,102.99,102.99,102.83,103.12,102.99,102.98,102.84,32200,31862.5,28150,24100,2.6,2,1.9,1.2,15.8,0,0,0,0,0,0,0,,07:17:00,17:36:00,10.32,7.28,17.6,1,2,7,8,-3,-2,,,,,,4,1.7,2,0,,,,
2020-02-17,7.3,3.31,3.25,-0.8,,-2,92,82.4,80.5,69,2.6,0.5,0.7,-1.2,36,10.5,19,2,46,27,103.06,102.83,102.74,102.42,103.07,102.83,102.75,102.43,32200,32200,32200,32200,2.8,1.9,2.1,1.4,14.8,0,0,0,0,0,0,0,,07:19:00,17:34:00,10.25,7.32,17.57,1,2,6,7,1,1,,,,,,8,4,4.5,1,,,,
2020-02-16,8.4,5.27,5.7,3,,,89,80.8,76,63,3.4,2.2,1.9,0.4,40,19.96,22,4,52,28,102.36,101.98,101.97,101.59,102.36,101.99,101.98,101.6,48300,37566.7,40250,32200,2.4,2,2,1.6,12.3,0,0.7,0,0,0,0,0,,07:21:00,17:32:00,10.18,7.35,17.53,1,1,5,6,0,2,,,,,,8,4.5,4,0,,,,
2020-02-15,7.1,5.5,5.05,3,,,97,92.6,90,83,5.8,4.4,4.3,2.8,32,15.25,16.5,1,33,26,101.94,101.57,101.64,101.33,101.95,101.58,101.64,101.33,32200,21758.3,17900,3600,2.5,1.9,2,1.5,12.9,0,0,0,0,9.2,9.2,0,,07:22:00,17:31:00,10.15,7.37,17.52,,,7,7,2,4,,,,,,8,7.3,5,2,,,,
2020-02-14,8.3,5.97,5.05,1.8,,,91,81.2,77,63,4.3,3,2.4,0.5,29,14.54,16,3,37,22,102,101.74,101.6,101.2,102.01,101.74,101.61,101.2,32200,32200,32200,32200,2.5,2.1,2,1.4,12.9,0,0,0,0,1.4,1.4,0,,07:24:00,17:29:00,10.08,7.4,17.48,1,1,9,9,4,5,,,,,,8,5.9,4.5,1,,,,
2020-02-13,9.1,5.97,6.8,4.5,,,95,85.7,83,71,5.7,3.7,4.1,2.5,27,13.67,15.5,4,39,24,101.85,101.29,101.43,101.01,101.85,101.3,101.43,101.02,32200,28054.2,17500,2800,2.6,1.7,1.8,1,11.2,0,1.8,0,0,1.4,1.4,0,,07:26:00,17:27:00,10.02,7.43,17.45,1,1,7,8,2,2,,,,,,8,7.8,6.5,5,,,,
2020-02-12,7.7,6.22,6.35,5,,,95,88.2,87,79,5.3,4.4,4.5,3.6,10,5.29,5.5,1,,,102.74,102.48,102.36,101.97,102.74,102.48,102.36,101.97,32200,29508.3,24150,16100,2.6,1.6,1.8,1,11.7,0,1.4,0,0,0.8,0.8,0,,07:28:00,17:26:00,9.97,7.47,17.43,1,1,8,8,3,4,,,,,,8,7.9,7.5,7,,,,
2020-02-11,9.8,6.4,5.9,2,,,95,83.9,84,73,5.8,3.8,3.5,1.2,18,11.54,10,2,37,17,102.93,102.44,102.61,102.28,102.93,102.45,102.61,102.28,32200,30175,28150,24100,3,1.9,2,1,12.1,0,0.9,0,0,0,0,0,,07:29:00,17:24:00,9.92,7.48,17.4,1,1,7,7,4,4,,,,,,8,7.5,7,6,,,,
2020-02-10,7.2,3.94,3.7,0.2,,,92,81,79,66,2.5,0.9,0.9,-0.7,13,6.08,7,1,,,103.32,103.17,103.14,102.97,103.32,103.17,103.14,102.97,32200,32200,32200,32200,2.8,2.1,2.1,1.4,14.3,0,0,0,0,0,0,0,,07:31:00,17:22:00,9.85,7.52,17.37,2,2,6,7,1,2,,,,,,8,6.5,5.5,3,,,,
2020-02-09,5.6,2.76,1.94,-1.7,,-3,92,82.2,81.5,71,1.3,0,-0.8,-2.8,12,6.58,7,2,,,103.35,103.23,103.22,103.08,103.36,103.23,103.22,103.09,48300,38237.5,40250,32200,3,1.9,2.1,1.2,16.1,0,0,0,0,0,0,0,,07:33:00,17:21:00,9.8,7.55,17.35,1,2,6,7,0,0,,,,,,8,6.3,4,0,,,,
2020-02-08,8,5.05,5.2,2.4,,,95,87.1,87,79,4.7,3,2.1,-0.5,32,12.5,17,2,50,29,103.17,101.9,101.75,100.34,103.17,101.91,101.75,100.34,32200,31395.8,22550,12900,2.6,2,2,1.4,12.8,0,0.2,0,0,0.2,0.2,0,,07:34:00,17:19:00,9.75,7.57,17.32,1,2,8,8,-1,0,,,,,,8,3.3,4,0,,,,
2020-02-07,8.1,5.3,5.65,3.2,,,96,91.4,88,80,6.6,4,4.6,2.6,28,15.96,15,2,41,19,101.78,101.08,100.99,100.2,101.78,101.09,100.99,100.21,32200,24745.8,17300,2400,2.5,1.8,1.8,1,12.3,0,0.6,0,0,3.6,3.6,0,,07:36:00,17:17:00,9.68,7.6,17.28,,,8,8,4,4,,,,,,8,7.7,5.5,3,,,,
2020-02-06,5.3,4.25,4.34,3.4,,,96,93.9,94,92,4.1,3.3,3.4,2.7,18,7.5,10,2,,,101.85,101.71,101.7,101.55,101.86,101.72,101.71,101.55,32200,26554.2,24150,16100,2.3,1.7,1.6,1,13.7,0,0,0,0,8.6,8.6,0,,07:37:00,17:16:00,9.65,7.62,17.27,,,5,6,3,4,,,,,,8,8,7.5,7,,,,
2020-02-05,4.8,3.17,2.7,0.6,,,97,96.6,96,95,4.3,2.7,2.2,0.2,14,9.25,8.5,3,,,101.89,101.74,101.78,101.67,101.9,101.75,101.79,101.68,32200,10912.5,16900,1600,2.5,1.7,1.8,1.1,15.3,0,0,0,0,14,14,0,2,07:39:00,17:14:00,9.58,7.65,17.23,,,4,5,3,3,,,,,,8,8,8,8,,,,
2020-02-04,1.5,0.85,0.5,-0.5,,,97,92.5,88.5,80,0.6,-0.3,-0.6,-1.9,20,15.75,14.5,9,,,103.12,102.68,102.57,102.01,103.13,102.67,102.54,101.96,24100,8345.8,12350,600,2.4,1.9,1.8,1.1,17.5,0,0,0,0,13,2.2,10.8,3,07:40:00,17:12:00,9.53,7.67,17.2,,,1,1,1,1,,,,,,8,7.8,7,6,,,,
2020-02-03,4.6,1.75,2.19,-0.2,,,92,84.3,81.5,71,0.9,-0.6,-0.8,-2.4,29,10.71,16,3,42,30,103.1,102.71,102.65,102.2,103.1,102.72,102.65,102.21,32200,29162.5,28150,24100,2.7,2.1,2,1.3,15.8,0,0,0,0,0,0,0,,07:42:00,17:11:00,9.48,7.7,17.18,1,1,5,5,-2,-2,,,,,,8,5.1,4.5,1,,,,
2020-02-02,6.1,2.3,2.4,-1.3,,-5,96,85.5,84.5,73,1.6,0.1,-0.4,-2.3,22,13.79,13.5,5,33,14,102.32,102.22,102.2,102.09,102.33,102.23,102.22,102.1,48300,30845.8,32200,16100,2.5,2,1.8,1.1,15.6,0,0,0,0,1.8,1.8,0,,07:43:00,17:09:00,9.43,7.72,17.15,1,1,4,4,0,0,,,,,,8,5.5,4,0,,,,
2020-02-01,10.9,6.79,7.05,3.2,,,93,79.5,78,63,9.6,3.4,4.2,-1.2,46,27.17,24.5,3,59,28,102.29,101.53,101.42,100.54,102.29,101.53,101.42,100.54,48300,34066.7,30600,12900,2.7,2.2,1.8,1,10.9,0,2,0,0,5.8,5.8,0,,07:45:00,17:07:00,9.37,7.75,17.12,1,1,6,7,0,2,,,,,,8,5,4,0,,,,
2020-01-31,12.3,9.36,9.44,6.6,,,97,94.3,91.5,86,10.4,8.5,8.2,6.1,32,21,23,14,42,18,101.73,101.18,101.19,100.64,101.74,101.19,101.19,100.64,24100,13316.7,13250,2400,2.3,1.9,1.9,1.5,8.6,0,4.4,2.4,0,34.8,34.8,0,,07:46:00,17:06:00,9.33,7.77,17.1,,,11,11,7,9,,,,,,8,8,8,8,,,,
2020-01-30,8.6,6.55,6.35,4.1,,,96,86.7,82,68,6.2,4.4,4.6,3,24,16.12,16,8,35,10,102.57,102.1,102.07,101.57,102.58,102.11,102.08,101.58,32200,24583.3,17700,3200,2.4,1.8,1.8,1.2,11.7,0,1.4,0,0,6.4,6.4,0,,07:47:00,17:04:00,9.28,7.78,17.07,1,1,8,8,8,9,,,,,,8,7.7,5,2,,,,
2020-01-29,10.9,7.77,8.35,5.8,,,95,91,87,79,7.8,6.4,6,4.3,33,16.46,18.5,4,42,13,102.34,101.88,101.93,101.53,102.35,101.89,101.95,101.55,32200,26220.8,19300,6400,2.5,1.9,1.8,1.1,9.7,0,3.4,1.4,0,6.6,6.6,0,,07:49:00,17:03:00,9.23,7.82,17.05,1,1,9,9,4,6,,,,,,8,4.8,4.5,1,,,,
2020-01-28,9.9,6.69,7.25,4.6,,,97,91.1,89,81,7.3,5.3,5.5,3.8,26,10.88,14.5,3,37,10,102.17,101.61,101.59,101.01,102.18,101.62,101.6,101.02,32200,29500,28150,24100,2.6,2,1.8,1.1,10.8,0,2.2,0.2,0,1.6,1.6,0,,07:50:00,17:01:00,9.18,7.83,17.02,1,1,9,9,7,7,,,,,,8,6.7,6,4,,,,
2020-01-27,9.5,7.15,7,4.5,,,93,82.7,81.5,70,5.6,4.4,4.5,3.3,28,19.5,18,8,52,12,102.07,101.59,101.53,100.99,102.08,101.6,101.54,101,32200,28704.2,24150,16100,2.6,2.2,2.2,1.8,11,0,2,0,0,4.6,4.6,0,,07:51:00,16:59:00,9.13,7.85,16.98,1,1,9,10,6,6,,,,,,8,7,5,2,,,,
2020-01-26,11,8.55,8.55,6.1,,,91,83.7,81,71,7.3,5.9,6,4.8,27,21.58,22,17,39,13,101.53,101.11,101.06,100.59,101.54,101.12,101.06,100.58,40200,32520.8,32150,24100,2.4,1.9,1.8,1.3,9.4,0,3.5,1.6,0,4.2,4.2,0,,07:52:00,16:58:00,9.1,7.87,16.97,1,1,10,12,6,6,,,,,,8,7.6,6.5,5,,,,
2020-01-25,8.8,7.47,7.65,6.5,,,96,92,90.5,85,7.2,6.3,6.1,5,21,13.42,14,7,,,101.64,101.36,101.28,100.91,101.65,101.37,101.28,100.91,32200,23070.8,17900,3600,2.3,1.8,1.8,1.4,10.3,0,2.6,0.6,0,5,5,0,,07:53:00,16:56:00,9.05,7.88,16.93,1,1,9,9,6,6,,,,,,8,8,7.5,7,,,,